Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
6157,2.5,1.75,1.75,skate-jump,skate-jump_6_v_7,skate-jump,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A cyclist jumps over a picnic table on a concrete road, with mountain range in the background and the sunlight of the day, in cityscape at night colors",3,2,2,3,3,1,1,2,3,1,1,2
6158,1.5,1.5,1.5,crafting,crafting_6_v_7,crafting,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,A person is holding a pencil and crafting a model,"A student is holding a paintbrush and crafting a model, in rainy day colors",1,2,1,2,1,2,1,2,1,2,1,2
6159,2,1.5,1.5,motorbike,motorbike_6_v_7,motorbike,Complex-editing,Complex-editing/vid2vid-zero,vid2vid-zero,Two people riding motorcycles on a road near a mountain,"Two aliens riding Harley Davidson motorcycles on a road near a volcano, in Manga style",3,2,1,2,2,1,1,2,2,1,1,2
7000,3.75,3,2,peacock,peacock_7_v_0,peacock,CE_animal,CE_animal/pix2video,pix2video,A peacock is fanning its feathers on the concrete ground next to an iron fence,A swan is fanning its feathers on the concrete ground next to an iron fence,4,4,4,3,3,2,4,3,1,2,3,2
7001,4,3.75,3.25,gold-fish,gold-fish_7_v_0,gold-fish,CE_animal,CE_animal/pix2video,pix2video,Goldfish in an aquarium with a blue background,Betta fish in an aquarium with a blue background,4,4,4,4,4,3,4,4,4,3,3,3
7002,3.5,2.75,2.75,horse-race,horse-race_7_v_0,horse-race,CE_animal,CE_animal/pix2video,pix2video,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Dogs are racing in a muddy track during a rainstorm, with one dog running ahead and the others closely behind",3,4,4,3,3,3,2,3,3,2,3,3
7003,3.75,3.5,3.25,ocean-birds,ocean-birds_7_v_0,ocean-birds,CE_animal,CE_animal/pix2video,pix2video,Two white birds walking on the beach near the sea,Two black birds walking on the beach near the sea,4,4,4,3,4,3,4,3,3,3,4,3
7004,4.75,3.75,4,monkeys,monkeys_7_v_0,monkeys,CE_animal,CE_animal/pix2video,pix2video,A mother monkey and a baby monkey are picking things to eat on the grassland,A mother gorilla and a baby gorilla are picking things to eat on the grassland,5,5,5,4,4,3,4,4,4,4,4,4
7005,3.5,2.5,2.5,sheep,sheep_7_v_0,sheep,CE_animal,CE_animal/pix2video,pix2video,A group of sheep in a field with a fence,A group of cows in a field with a fence,4,3,4,3,3,2,3,2,3,2,3,2
7006,3.5,3.25,2.5,camel,camel_7_v_0,camel,CE_animal,CE_animal/pix2video,pix2video,A camel walking in an enclosure with a fence,A giraffe walking in an enclosure with a fence,3,4,4,3,3,3,4,3,2,3,3,2
7007,3.5,2.5,2.5,dog-competition,dog-competition_7_v_0,dog-competition,CE_animal,CE_animal/pix2video,pix2video,"A woman competes with her dog in a dog competition, while a crowd watches in the background","A woman competes with her cat in a cat competition, while a crowd watches in the background",4,4,4,2,3,2,3,2,3,2,4,1
7008,1.75,3.5,2,videvo_swans,videvo_swans_7_v_0,videvo_swans,CE_animal,CE_animal/pix2video,pix2video,A group of swans are swimming calmly on the water.,A group of black swans are swimming calmly on the water. ,2,2,1,2,4,3,4,3,2,2,2,2
7009,3.5,3.25,3,butterfly,butterfly_7_v_0,butterfly,CE_animal,CE_animal/pix2video,pix2video,A blue butterfly flying over a plant,A yellow butterfly flying over a plant,3,4,3,4,4,3,3,3,3,3,3,3
7010,3.5,2.25,2.25,cat-girl,cat-girl_7_v_0,cat-girl,CE_animal,CE_animal/pix2video,pix2video,A little girl is sitting on a chair holding a cat in her arms,A little girl is sitting on a chair holding a dog in her arms,4,3,4,3,2,2,3,2,2,2,3,2
7011,3.75,3.25,3.25,horsejump-low,horsejump-low_7_v_0,horsejump-low,CE_animal,CE_animal/pix2video,pix2video,A woman rides a gray horse jumping through a set of blue hurdles in the arena,A woman rides a gray donkey jumping through a set of blue hurdles in the arena,4,4,4,3,3,4,3,3,2,4,4,3
7012,2.5,1.75,1.25,hurdles-race,hurdles-race_7_v_1,hurdles-race,CE_human,CE_human/pix2video,pix2video,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of robots are running on an athletic track while jumping over hurdles as an audience watches on,3,2,3,2,2,1,2,2,1,1,2,1
7013,4,3,2.25,NextQA_man_jump_warehouse,NextQA_man_jump_warehouse_7_v_1,NextQA_man_jump_warehouse,CE_human,CE_human/pix2video,pix2video,A man in overalls and a hat is dancing in a workshop.,A spiderman is dancing in a workshop.,4,4,4,4,3,3,3,3,2,2,2,3
7014,3.75,2.75,2.75,mbike-trick,mbike-trick_7_v_1,mbike-trick,CE_human,CE_human/pix2video,pix2video,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,A robot wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,4,4,4,3,3,3,2,3,3,3,2,3
7015,3.5,3.25,2.75,volleyball-beach,volleyball-beach_7_v_1,volleyball-beach,CE_human,CE_human/pix2video,pix2video,A group of people playing volleyball on the beach,A group of aliens playing volleyball on the beach.,4,4,3,3,4,3,3,3,3,3,3,2
7016,4,3.25,3.25,aerobatics,aerobatics_7_v_1,aerobatics,CE_human,CE_human/pix2video,pix2video,A man is riding in a hang glider and has a view of the earth below,An astronaut is riding in a hang glider and has a view of the earth below,4,4,4,4,3,3,3,4,3,3,3,4
7017,3.5,3,2.75,dogs-jump,dogs-jump_7_v_1,dogs-jump,CE_human,CE_human/pix2video,pix2video,"A woman holds snacks in her hand, and her two huskies are also jumping in the air, trying to catch the snacks thrown from her hand, on the grass","A chef holds snacks in her hand, and her two assistants are also jumping in the air, trying to catch the snacks thrown from her hand, on the grass",4,4,3,3,3,3,3,3,3,3,3,2
7018,4,3.75,3.75,horsejump-stick,horsejump-stick_7_v_1,horsejump-stick,CE_human,CE_human/pix2video,pix2video,A young girl riding a piebald horse and jumping obstacles in the arena,A young boy riding a piebald horse and jumping obstacles in the arena,4,4,4,4,4,3,4,4,4,3,4,4
7019,3.75,2.75,2.75,schoolgirls,schoolgirls_7_v_1,schoolgirls,CE_human,CE_human/pix2video,pix2video,Four shoolgirls standing in front of trees and a fence,Four astronauts standing in front of trees and a fence,4,4,4,3,3,3,3,2,3,3,3,2
7020,4,3,3,breakdance,breakdance_7_v_1,breakdance,CE_human,CE_human/pix2video,pix2video,A man is breakdancing in the street while a crowd of people watches,A woman is breakdancing in the street while a crowd of people watches,4,4,4,4,3,2,3,4,3,2,3,4
7021,3.75,2.75,2.75,judo,judo_7_v_1,judo,CE_human,CE_human/pix2video,pix2video,Two men in white uniforms are practicing Judo inside a Karate studio,Two girl in white uniforms are practicing Judo inside a Karate studio,4,4,4,3,3,3,3,2,3,3,3,2
7022,4.25,3,3.5,tennis-vest,tennis-vest_7_v_1,tennis-vest,CE_human,CE_human/pix2video,pix2video,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,A woman wearing a tank top and undershirt is playing a game of tennis on a clay court,4,5,4,4,3,3,3,3,3,4,4,3
7023,4,3.25,3.5,hike,hike_7_v_1,hike,CE_human,CE_human/pix2video,pix2video,"A man carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background","A woman carrying a backpack is walking on the mountain, stepping on rocks, with the mountain as the background",4,4,4,4,3,3,4,3,4,3,4,3
7024,3.5,2.25,2.25,e-bike,e-bike_7_v_2,e-bike,CE_object,CE_object/pix2video,pix2video,A man is riding a weird looking four wheeled scooter at a trade show,A man is riding a futuristic four-wheeled scooter at a technology trade show,4,4,3,3,3,2,2,2,3,2,2,2
7025,3.75,2.75,2.5,aerobatics,aerobatics_7_v_2,aerobatics,CE_object,CE_object/pix2video,pix2video,A man is riding in a hang glider and has a view of the earth below,A man is riding in a paraglider and has a view of the earth below,4,4,4,3,3,2,3,3,3,2,2,3
7026,3.75,2.5,2,curling,curling_7_v_2,curling,CE_object,CE_object/pix2video,pix2video,"A group of women in blue and yellow striped clothing are pushing a curling stone, with a stadium full of spectators in the background","A group of women in blue and yellow striped clothing are pushing a basketball, with a stadium full of spectators in the background",4,4,4,3,3,3,2,2,2,2,2,2
7027,3.75,3.25,3,golf,golf_7_v_2,golf,CE_object,CE_object/pix2video,pix2video,"A man wearing a baseball cap is walking with a golf club towards a golf cart, with grass and trees in the background","A man wearing a baseball cap is walking with a golf club towards a red-colored golf cart, with lush green grass and tall trees in the background.",4,4,3,4,3,3,3,4,3,3,3,3
7028,4,3.25,3.25,city-ride,city-ride_7_v_2,city-ride,CE_object,CE_object/pix2video,pix2video,A young boy rides a bike down a street with a graffiti wall,A young boy rides a scooter down a street with a graffiti wall,4,4,4,4,4,3,3,3,3,3,4,3
7029,3,2.25,2,drift-turn,drift-turn_7_v_2,drift-turn,CE_object,CE_object/pix2video,pix2video,A vehicle drifts through a course while driving over several obstacles,A truck drifts through a course while driving over several obstacles,3,3,3,3,3,2,2,2,2,2,2,2
7030,3.75,2.25,2.25,car-competition,car-competition_7_v_2,car-competition,CE_object,CE_object/pix2video,pix2video,A group of race cars driving down a race track,A pack of NASCAR race cars driving down a race track,4,4,4,3,3,2,2,2,2,2,3,2
7031,3.75,3,2.5,motorbike,motorbike_7_v_2,motorbike,CE_object,CE_object/pix2video,pix2video,Two people riding motorcycles on a road near a mountain,Two people riding Harley Davidson motorcycles on a road near a mountain,4,4,4,3,4,2,3,3,3,2,3,2
7032,4,3.25,3,bmx-bumps,bmx-bumps_7_v_2,bmx-bumps,CE_object,CE_object/pix2video,pix2video,A young boy in a bicycle helmet is seen performing various tricks on his bicycle while racing in an outdoor dirt track,A young boy in a bicycle helmet is seen performing various tricks on his BMX bike while racing in an outdoor dirt track,4,4,4,4,4,3,3,3,3,3,3,3
7033,4.5,3.25,3.5,car-roundabout,car-roundabout_7_v_2,car-roundabout,CE_object,CE_object/pix2video,pix2video,A black car is driving on the roundabout road,A silver car is driving on the roundabout road,5,5,4,4,3,4,3,3,3,4,4,3
7034,4,3.25,3.5,mbike-santa,mbike-santa_7_v_2,mbike-santa,CE_object,CE_object/pix2video,pix2video,A man dressed as Santa Claus is riding a motorcycle on the street,A man dressed as Santa Claus is riding a Harley Davidson motorcycle on the street,4,4,4,4,3,3,4,3,4,3,4,3
7035,3.5,3,2.75,guitar-violin,guitar-violin_7_v_2,guitar-violin,CE_object,CE_object/pix2video,pix2video,A man dressed in a suit is playing a song on the violin in a candlelit bar,A man dressed in a suit is playing a song on the green violin in a candlelit bar,4,3,4,3,4,2,3,3,3,2,3,3
7036,4,3.75,3.25,motocross-bumps,motocross-bumps_7_v_3,motocross-bumps,CE_other,CE_other/pix2video,pix2video,A person riding a dirt bike over a dirt track,A person riding a dirt bike over a rocky terrain,4,4,4,4,4,4,3,4,3,4,2,4
7037,4.25,3.75,3.5,rollercoaster,rollercoaster_7_v_3,rollercoaster,CE_other,CE_other/pix2video,pix2video,A roller coaster is running on an orange track on a sunny day.,A roller coaster is running on an orange track on a rainy day,4,5,4,4,4,4,4,3,4,4,3,3
7038,3.5,2.75,2.25,boxing-fisheye,boxing-fisheye_7_v_3,boxing-fisheye,CE_other,CE_other/pix2video,pix2video,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,A boxing match between two young men is taking place in a space ship while a group of people watches,4,3,4,3,3,2,3,3,3,2,2,2
7039,3.5,2.75,2.75,classic-car,classic-car_7_v_3,classic-car,CE_other,CE_other/pix2video,pix2video,"An old race car is driven through a crowd on a track while people watch, cheering and clapping","An old race car is driven through a crowd on a narrow mountain road while people watch, cheering and clapping",4,3,4,3,3,2,3,3,3,2,4,2
7040,4,3.25,3.25,horsejump-stick,horsejump-stick_7_v_3,horsejump-stick,CE_other,CE_other/pix2video,pix2video,A young girl riding a piebald horse and jumping obstacles in the arena,A young girl riding a piebald horse and jumping obstacles in the desert oasis,5,4,4,3,4,3,3,3,4,3,3,3
7041,4.25,3,3.5,india,india_7_v_3,india,CE_other,CE_other/pix2video,pix2video,"People walking on busy streets in India, some motorcycles passing by","People walking on the dirt road in India, some motorcycles passing by",5,4,4,4,3,3,3,3,3,3,4,4
7042,3.75,2.75,2.5,hurdles-race,hurdles-race_7_v_3,hurdles-race,CE_other,CE_other/pix2video,pix2video,A group of women are running on an athletic track while jumping over hurdles as an audience watches on,A group of women are running on a sandy track while jumping over hurdles as an audience watches on,4,4,4,3,3,2,4,2,3,2,3,2
7043,3.75,2.5,2,speed-skating,speed-skating_7_v_3,speed-skating,CE_other,CE_other/pix2video,pix2video,"Three men are competing in a short track speed skating competition, skating closely on the track","Three men are competing in a short track speed skating competition, skating closely on the ice rink",4,4,4,3,3,3,2,2,2,2,2,2
7044,3.75,3.25,3.5,scooter-gray,scooter-gray_7_v_3,scooter-gray,CE_other,CE_other/pix2video,pix2video,A man riding a motorcycle on a street,A man riding a motorcycle on a dirt road,4,4,4,3,4,3,3,3,3,4,4,3
7045,3.75,3.25,3.5,kite-surf,kite-surf_7_v_3,kite-surf,CE_other,CE_other/pix2video,pix2video,A person in a black helmet is water skiing on the surface of a large body of water while attached to a rope,A person in a black helmet is water skiing on the surface of a large body of icy water while attached to a rope,4,4,4,3,3,3,4,3,4,3,4,3
7046,4.5,3.25,3.25,mbike-trick,mbike-trick_7_v_3,mbike-trick,CE_other,CE_other/pix2video,pix2video,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,A man wearing a helmet and a white T-shirt is riding a motorcycle in a desert to create smoke circles around him,4,5,5,4,3,4,3,3,3,4,3,3
7047,3.75,2.25,2.5,drone-flying,drone-flying_7_v_3,drone-flying,CE_other,CE_other/pix2video,pix2video,"A man standing on a drone gliding over the water surface, in front of a building","A man standing on a drone gliding over the water surface, in front of a lighthouse",4,4,4,3,2,2,2,3,2,3,3,2
7048,3.5,3,3,hockey,hockey_7_v_4,hockey,Style_Overall,Style_Overall/pix2video,pix2video,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park, in Oil painting style",4,4,3,3,3,3,3,3,3,3,3,3
7049,3.75,3.25,3,varanus-tree,varanus-tree_7_v_4,varanus-tree,Style_Overall,Style_Overall/pix2video,pix2video,A lizard on a leash climbing up a tree,"A lizard on a leash climbing up a tree, in Manga style",4,4,4,3,4,3,3,3,3,3,3,3
7050,3.5,2.75,2.5,monkeys-trees,monkeys-trees_7_v_4,monkeys-trees,Style_Overall,Style_Overall/pix2video,pix2video,A monkey is rushing from the ground towards another monkey sitting on the tree trunk,"A monkey is rushing from the ground towards another monkey sitting on the tree trunk, in Watercolor style",3,4,4,3,3,2,3,3,2,2,3,3
7051,3.75,3.5,3.5,kite-walk,kite-walk_7_v_4,kite-walk,Style_Overall,Style_Overall/pix2video,pix2video,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body, in Watercolor style",4,4,4,3,4,4,3,3,4,4,3,3
7052,3.5,2.25,2.25,swing-boy,swing-boy_7_v_4,swing-boy,Style_Overall,Style_Overall/pix2video,pix2video,"A boy is swinging on a swing, with a background of woods, grassland, and a fence","A boy is swinging on a swing, with a background of woods, grassland, and a fence, in Manga style",4,4,3,3,3,2,2,2,3,2,2,2
7053,3.75,3.25,3.5,tennis-vest,tennis-vest_7_v_4,tennis-vest,Style_Overall,Style_Overall/pix2video,pix2video,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,"A man wearing a tank top and undershirt is playing a game of tennis on a clay court, in Van Gogh style",4,4,4,3,4,3,3,3,4,4,3,3
7054,3.5,2.25,2.25,cat-girl,cat-girl_7_v_4,cat-girl,Style_Overall,Style_Overall/pix2video,pix2video,A little girl is sitting on a chair holding a cat in her arms,"A little girl is sitting on a chair holding a cat in her arms, in Watercolor style",4,4,4,2,3,2,2,2,3,2,2,2
7055,3.5,2.75,2.25,boxing,boxing_7_v_4,boxing,Style_Overall,Style_Overall/pix2video,pix2video,Two boxers are boxing in the ring,"Two boxers are boxing in the ring, in Abstract style",4,4,3,3,3,2,3,3,2,2,2,3
7056,3.75,3.25,2.5,butterfly,butterfly_7_v_4,butterfly,Style_Overall,Style_Overall/pix2video,pix2video,A blue butterfly flying over a plant,"A blue butterfly flying over a plant, in Oil painting style",4,4,4,3,3,3,4,3,2,3,2,3
7057,3.75,3.25,2.75,breakdance-flare,breakdance-flare_7_v_4,breakdance-flare,Style_Overall,Style_Overall/pix2video,pix2video,A man breakdancing in front of a building,"A man breakdancing in front of a building, in Watercolor style",4,4,4,3,4,2,4,3,3,2,3,3
